simulation_num,infall_lbtime,angle_satellite_L_infall,z=0 all,bring_by_lmc,bring_by_smc
1,0.6140155728280603,0.7854944661669978,0.8125700863481989,True,False
1,2.51750524070674,0.2739379215252138,0.058014370488495,False,False
1,3.034484018760947,0.9921240704172064,0.9669234737041784,True,False
1,3.811087972120325,0.829874106303342,0.8626413104251602,False,False
1,2.3886229668078847,0.9948799304422818,0.8450755380062361,True,False
1,2.905077276481582,0.9856955292759776,0.9878373118436938,True,False
1,0.738307230233132,0.9777060200442248,0.851172222478967,False,True
1,0.366878924238009,0.9824231780713084,0.9861526746988054,False,True
1,3.1639628284877688,0.9608336900152024,0.9353233782570644,False,False
1,2.3886229668078847,0.5340310221034886,0.653884070869314,False,False
1,9.1775402188924,0.0858685491953355,0.212332019959547,False,False
1,2.905077276481582,0.9020459622201776,0.9340686608530252,True,False
1,0.2440688043735172,0.9526027705425149,0.9548240868068564,False,True
1,3.4229722258912805,0.6988510006287827,0.7105431838487217,True,True
1,3.681819216440495,0.5655196458801313,0.4454419084190799,False,False
1,0.1217754132040939,0.5517157333143992,0.6296240555530975,False,False
1,2.3886229668078847,0.7474783048900843,0.774829929549309,False,False
1,4.19777976537612,0.1271378493120833,0.4502275857588436,False,False
1,10.03137625921363,0.9336640314874554,0.7179871918406381,False,False
1,0.8630482182421588,0.8426793801704808,0.8968131932953934,False,True
1,2.51750524070674,0.9480544608499872,0.8730670603857815,False,False
1,1.366229068149028,0.7488251844713102,0.8294620522603761,False,False
1,10.72569965202838,0.5330892653056547,0.0179254679757749,False,False
1,11.069974652618804,0.6319239804263607,0.747013959468218,False,False
1,11.726545543371635,0.6963281228864706,0.6656866040992715,False,False
1,3.034484018760947,0.4017355281961665,0.9990684510285774,True,False
1,0.4902039074431355,0.8071642765043752,0.8593262034618516,False,False
1,11.49870719442722,0.4736019692804386,0.9693635282275216,False,False
1,11.689905003022725,0.2972711487817714,0.5884009054792585,False,False
1,11.798372372607526,0.029981151810399,0.9032784273753364,False,False
1,11.83357524104048,0.4891748050679116,0.1670460963282005,False,False
1,4.069094515532751,0.1248814426187515,0.5328611499179403,False,False
1,12.193640348179995,0.2747716141865282,0.576841062738716,False,False
1,2.51750524070674,0.9841259396545812,0.6782557789786237,True,False
1,0.2440688043735172,0.9741884397792012,0.9777701413212482,False,True
1,0.6140155728280603,0.998344448300172,0.8306211203650906,False,True
1,3.1639628284877688,0.9953600032489136,0.9548438993801384,True,False
1,12.343680243306627,0.5292726717357853,0.3373510573869258,False,False
1,12.915711677434327,0.4430805834062303,0.3494664056322618,False,False
1,3.1639628284877688,0.9571916716599904,0.8780486506887734,True,False
1,0.2440688043735172,0.9794759658883904,0.9333652833328008,False,True
1,0.366878924238009,0.8815680294132403,0.9717131692165882,False,True
1,2.905077276481582,0.7837396268233452,0.2829234717512565,True,False
1,3.034484018760947,0.9879366703625708,0.9783444053775808,True,False
1,3.1639628284877688,0.9945734319051582,0.9623653565294245,True,False
1,10.72569965202838,0.7767595607856516,0.092030464093471,False,False
1,3.034484018760947,0.346205215787982,0.8627965196814403,True,False
1,0.2440688043735172,0.929868612626725,0.9566571000962052,False,True
1,3.1639628284877688,0.9990661742449528,0.9726039353840972,True,False
1,11.936508626121103,0.2777482551600669,0.3757470172986482,False,False
1,2.905077276481582,0.9964658335282646,0.2952393622397784,True,False
1,0.6140155728280603,0.9905570639305687,0.9530260836057828,False,True
